Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testDefaultsPauseYoungMixed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testDefaultsPauseYoungMixed,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testFullGcWithPhases,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testFullGcWithPhases,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testPauseYoungConcurrentStartMetadataGcThreshold,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testPauseYoungConcurrentStartMetadataGcThreshold,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testTotalTimeForWhichApplicationThreadsWereStopped,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1JDK11,testTotalTimeForWhichApplicationThreadsWereStopped,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcDefaults,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcDefaults,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getFullGcEventPauses; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isConcurrentCollectionEnd; com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isInitialMark; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isRemark; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isConcurrentCollectionStart; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcAllSafepointOsCpu,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcAllSafepointOsCpu,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.AbstractGCEvent.details; com.tagtraum.perf.gcviewer.model.GCModel.getFullGcEventPauses; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isConcurrentCollectionEnd; com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isInitialMark; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isRemark; com.tagtraum.perf.gcviewer.model.GCModel.getVmOperationPause; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isConcurrentCollectionStart; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcAllSafepointOsCpuWithToSpaceExhausted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,parseGcAllSafepointOsCpuWithToSpaceExhausted,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.details; com.tagtraum.perf.gcviewer.model.GCEvent.getPerm; com.tagtraum.perf.gcviewer.model.GCEvent.getYoung; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,testParseGcWithPhases,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLG1,testParseGcWithPhases,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPhases; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLSerialJdk17,testStandardEvent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLSerialJdk17,testStandardEvent,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPhases; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGcPrioPausetime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGcPrioPausetime,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGcPrioThroughput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGcPrioThroughput,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGenCon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGenCon,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGenPar,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testGenPar,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testMalformedType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testMalformedType,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCResource.getLogger
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testSimpleOpts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderJRockit1_5_0,testSimpleOpts,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R27,testFullHeaderWithAfGcs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R27,testFullHeaderWithAfGcs,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCEvent.getYoung; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R27,testSystemGc,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R27,testSystemGc,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAll,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAll,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPhases; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getFullGcEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses; com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllGarbageCollection,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllPauseMarkStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentMark,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllPauseMarkEnd,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentNonref,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentResetRelocSet,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentDetachedPages,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentSelectRelocSet,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentPrepareRelocSet,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllPauseRelocateStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcAllConcurrentRelocate,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefault,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGcEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentEventPauses
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefaultMetadataGcThreshold,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefaultWarmup,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefaultProactive,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcDefaultAllocationRate,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testDefaultGcSystemGc,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcOther,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testGcOther,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPhases; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getFullGcEventPauses; com.tagtraum.perf.gcviewer.model.GCModel.getGcEventPauses; com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentEventPauses; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testAllocationStall,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testRelocationStall,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLZGC,testConcurrentMarkFree,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R26,testFullHeaderWithAfGcs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R26,testFullHeaderWithAfGcs,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R26,testSystemGc,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderIBM_J9_R26,testSystemGc,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCEvent.getYoung; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPause_u1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPause_u1,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPause_u2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPause_u2,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCModel.getGCEvents; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getEvents; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.model.GCEvent.getYoung; com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPauseDateStamp_u2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,youngPauseDateStamp_u2,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getEvents; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printAdaptiveSizePolicy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printAdaptiveSizePolicy,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getEvents; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printGCCause,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printGCCause,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getEvents; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPostUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printGCCause2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_7_0G1,printGCCause2,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
