Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Long Statement,The length of the statement "DoubleDataMapTable fullGcTable=new DoubleDataMapTable(LocalisationHelper.getString("data_panel_group_full_gc_pauses")`fullGcEventModel);" is 136.,45
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Long Statement,The length of the statement "vmOperationTable=new DoubleDataMapTable(LocalisationHelper.getString("data_panel_vm_op_overhead")`vmOperationEventModel);" is 121.,45
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Long Statement,The length of the statement "DoubleDataMapTable concurrentGcTable=new DoubleDataMapTable(LocalisationHelper.getString("data_panel_group_concurrent_gc_events")`concurrentGcEventModel);" is 154.,45
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Magic Number,The method contains a magic number: 5,45
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Magic Number,The method contains a magic number: 5,45
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,createGridBagConstraints,Magic Number,The method contains a magic number: 3,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,createGridBagConstraints,Magic Number,The method contains a magic number: 3,91
gcviewer,com.tagtraum.perf.gcviewer.view,GCViewerGuiToolBar,propertyChange,Long Statement,The length of the statement "updateWithoutFiringActionEvent(getZoomComboBox()`() -> getZoomComboBox().setSelectedItem(Math.round((double)evt.getNewValue() * 1000.0) + "%"));" is 144.,41
gcviewer,com.tagtraum.perf.gcviewer.view,GCViewerGuiToolBar,propertyChange,Magic Number,The method contains a magic number: 1000.0,41
gcviewer,com.tagtraum.perf.gcviewer.view,GCViewerGui,addDocument,Magic Number,The method contains a magic number: 450,36
gcviewer,com.tagtraum.perf.gcviewer.view,GCViewerGui,addDocument,Magic Number,The method contains a magic number: 300,36
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView,ChartPanelView,Long Statement,The length of the statement "JScrollPane modelDetailsScrollPane=new JScrollPane(modelDetailsPanel`JScrollPane.VERTICAL_SCROLLBAR_AS_NEEDED`JScrollPane.HORIZONTAL_SCROLLBAR_AS_NEEDED);" is 154.,45
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView,ChartPanelView,Magic Number,The method contains a magic number: 10,45
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView,ChartPanelView,Magic Number,The method contains a magic number: 10,45
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView,updateTabDisplay,Long Statement,The length of the statement "modelChartAndDetailsPanel.setEnabledAt(i`modelHasData || modelChartAndDetailsPanel.getTitleAt(i).equals(LocalisationHelper.getString("data_panel_tab_parser")));" is 160.,156
gcviewer,com.tagtraum.perf.gcviewer.view,TextFileViewer,addHtmlTags,Long Statement,The length of the statement "text=text.substring(0`startIndex) + "<a href='" + text.substring(startIndex`endIndex)+ "'>"+ text.substring(startIndex`endIndex)+ "</a>"+ text.substring(endIndex);" is 163.,47
gcviewer,com.tagtraum.perf.gcviewer.view,TextFileViewer,initComponents,Long Statement,The length of the statement "JScrollPane scrollPane=new JScrollPane(textPane`JScrollPane.VERTICAL_SCROLLBAR_AS_NEEDED`JScrollPane.HORIZONTAL_SCROLLBAR_AS_NEEDED);" is 133.,83
gcviewer,com.tagtraum.perf.gcviewer.view,OpenFileView,OpenFileView,Magic Number,The method contains a magic number: 2,24
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChart,setShowConcurrentCollectionBeginEnd,Long Identifier,The length of the parameter showConcurrentCollectionBeginEnd is 32.,59
gcviewer,com.tagtraum.perf.gcviewer.view,AutoCompletionComboBox,AutoCompletionComboBox,Magic Number,The method contains a magic number: 45,19
gcviewer,com.tagtraum.perf.gcviewer.view,OpenUrlView,showDialog,Long Statement,The length of the statement "return JOptionPane.OK_OPTION == JOptionPane.showConfirmDialog(parent`panel`LocalisationHelper.getString("urlopen_dialog_title")`JOptionPane.OK_CANCEL_OPTION`JOptionPane.PLAIN_MESSAGE);" is 184.,83
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,paintComponent,Long Statement,The length of the statement "g.drawImage(logoIcon.getImage()`getWidth() / 2 - logoIcon.getIconWidth() / 2`getHeight() / 2 - logoIcon.getIconHeight() / 2`logoIcon.getIconWidth()`logoIcon.getIconHeight()`logoIcon.getImageObserver());" is 202.,28
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,paintComponent,Magic Number,The method contains a magic number: 2,28
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,paintComponent,Magic Number,The method contains a magic number: 2,28
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,paintComponent,Magic Number,The method contains a magic number: 2,28
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,paintComponent,Magic Number,The method contains a magic number: 2,28
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Long Statement,The length of the statement "g.drawString(versionString`getWidth() / 2 - g.getFontMetrics().stringWidth(versionString) / 2`getHeight() / 2 + logoImage.getIconHeight() / 2 + 25);" is 148.,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 12,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 2,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 2,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 2,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 2,44
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,drawVersionString,Magic Number,The method contains a magic number: 25,44
gcviewer,com.tagtraum.perf.gcviewer.view,GCViewerGuiMenuBar,getWatchMenuItem,Long Statement,The length of the statement "if (component instanceof JCheckBoxMenuItem && ((JCheckBoxMenuItem)component).getActionCommand().equals(ActionCommands.WATCH.toString())) {" is 138.,151
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Complex Conditional,The conditional expression chartPanelViews.size() > 1 || (chartPanelView.isMinimized() && chartPanelViews.size() == 1) is complex.,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Complex Method,Cyclomatic complexity of the method is 10,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 2,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 2,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 2,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 2,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 800,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 600,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 3,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,relayout,Magic Number,The method contains a magic number: 3,134
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument,setWatched,Long Statement,The length of the statement "final JScrollBar horizontalScrollBar=((ModelChartImpl)getLastMaximizedChartPanelView().getModelChart()).getHorizontalScrollBar();" is 129.,275
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Complex Conditional,The conditional expression (!OSXSupport.isOSX() && (mouseWheelEvent.getModifiersEx() & InputEvent.CTRL_DOWN_MASK) != 0) || (OSXSupport.isOSX() && (mouseWheelEvent.getModifiersEx() & InputEvent.META_DOWN_MASK) != 0) is complex.,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Complex Method,Cyclomatic complexity of the method is 8,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Long Method,The method has 131 lines of code.,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Long Statement,The length of the statement "if ((!OSXSupport.isOSX() && (mouseWheelEvent.getModifiersEx() & InputEvent.CTRL_DOWN_MASK) != 0) || (OSXSupport.isOSX() && (mouseWheelEvent.getModifiersEx() & InputEvent.META_DOWN_MASK) != 0)) {" is 194.,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 100,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 100,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 50,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 1024,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 1000,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 100,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 1.2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 0.001,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 1.2,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,ModelChartImpl,Magic Number,The method contains a magic number: 0.000001,91
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,maybePopup,Magic Number,The method contains a magic number: 1000,197
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,setScaleFactor,Long Statement,The length of the statement "timestampRuler.setSize((int)(getViewport().getWidth() * getScaleFactor())`(int)timestampRuler.getPreferredSize().getHeight());" is 126.,273
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,setShowConcurrentCollectionBeginEnd,Long Identifier,The length of the parameter showConcurrentCollectionBeginEnd is 32.,408
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,setShowDateStamp,Magic Number,The method contains a magic number: 1000,413
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,setFootprint,Magic Number,The method contains a magic number: 1024,483
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,propertyChange,Magic Number,The method contains a magic number: 0.0001,805
gcviewer,com.tagtraum.perf.gcviewer.view,TimeOffsetPanel,fireTimeOffsetPanelStateChanged,Long Statement,The length of the statement "firePropertyChange(PropertyChangeEventConsts.TIMEOFFSETPANEL_STATE_CHANGED`!setOffsetCheckBox.isSelected()`setOffsetCheckBox.isSelected());" is 139.,68
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 100,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 5,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 700,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,GCModelLoaderView,Magic Number,The method contains a magic number: 500,42
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,propertyChange,Magic Number,The method contains a magic number: 100,93
gcviewer,com.tagtraum.perf.gcviewer.view,ScreenCenteredDialog,getPreferredSize,Magic Number,The method contains a magic number: 50,46
gcviewer,com.tagtraum.perf.gcviewer.view,ScreenCenteredDialog,setVisible,Magic Number,The method contains a magic number: 2,73
gcviewer,com.tagtraum.perf.gcviewer.view,ScreenCenteredDialog,setVisible,Magic Number,The method contains a magic number: 2,73
gcviewer,com.tagtraum.perf.gcviewer.view,ScreenCenteredDialog,setVisible,Magic Number,The method contains a magic number: 2,73
gcviewer,com.tagtraum.perf.gcviewer.view,ScreenCenteredDialog,setVisible,Magic Number,The method contains a magic number: 2,73
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setAboutHandler,Long Statement,The length of the statement "Method enableAboutMethod=macOSXApplication.getClass().getDeclaredMethod("setEnabledAboutMenu"`new Class[]{boolean.class});" is 122.,88
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setPreferencesHandler,Long Statement,The length of the statement "Method enablePrefsMethod=macOSXApplication.getClass().getDeclaredMethod("setEnabledPreferencesMenu"`new Class[]{boolean.class});" is 128.,105
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setHandler,Long Statement,The length of the statement "Method addListenerMethod=applicationClass.getDeclaredMethod("addApplicationListener"`new Class[]{applicationListenerClass});" is 124.,143
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setHandler,Long Statement,The length of the statement "Object osxAdapterProxy=Proxy.newProxyInstance(OSXAdapter.class.getClassLoader()`new Class[]{applicationListenerClass}`adapter);" is 127.,143
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setHandler,Long Statement,The length of the statement "LoggerHelper.logException(LOGGER`Level.WARNING`"This version of Mac OS X does not support the Apple EAWT. " + "ApplicationEvent handling has been disabled"`cnfe);" is 162.,143
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXAdapter,setHandler,Long Statement,The length of the statement "System.err.println("This version of Mac OS X does not support the Apple EAWT. ApplicationEvent handling has been disabled (" + cnfe + ")");" is 139.,143
gcviewer,com.tagtraum.perf.gcviewer.view.util,UrlDisplayHelper,displayUrl,Long Statement,The length of the statement "JOptionPane.showMessageDialog(parent`"oops - could not show url ('" + url + "'): "+ e.toString()`"oops"`JOptionPane.ERROR_MESSAGE | JOptionPane.OK_OPTION);" is 155.,29
gcviewer,com.tagtraum.perf.gcviewer.view.util,ImageHelper,createMonoColoredImageIcon,Magic Number,The method contains a magic number: 4,36
gcviewer,com.tagtraum.perf.gcviewer.view.util,ImageHelper,createMonoColoredImageIcon,Magic Number,The method contains a magic number: 2,36
gcviewer,com.tagtraum.perf.gcviewer.view.util,ImageHelper,createMonoColoredImageIcon,Magic Number,The method contains a magic number: 2,36
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,initializeMacOSX,Long Parameter List,The method has 5 parameters. ,25
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,initializeMacOSX,Long Statement,The length of the statement "Class.forName("com.apple.eawt.FullScreenUtilities").getDeclaredMethod("setWindowCanFullScreen"`Window.class`Boolean.TYPE).invoke(null`fullScreenableWindow`true);" is 161.,25
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,addOSXHandler,Long Statement,The length of the statement "Object handlerProxy=Proxy.newProxyInstance(OSXSupport.class.getClassLoader()`new Class[]{handlerClass}`new InvocationHandler(){" is 127.,97
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Complex Method,Cyclomatic complexity of the method is 9,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 2,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 2,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 5,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 26,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 6,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 22,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,isOSXNewEAWT,Magic Number,The method contains a magic number: 7,173
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,hasOSXFullScreenSupport,Magic Number,The method contains a magic number: 2,223
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,hasOSXFullScreenSupport,Magic Number,The method contains a magic number: 2,223
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,hasOSXFullScreenSupport,Magic Number,The method contains a magic number: 6,223
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,hasOSXFullScreenSupport,Magic Number,The method contains a magic number: 29,223
gcviewer,com.tagtraum.perf.gcviewer.view.util,OSXSupport,hasOSXFullScreenSupport,Magic Number,The method contains a magic number: 7,223
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCResourceGroup,hashCode,Magic Number,The method contains a magic number: 31,196
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCPreferences,getIntValue,Long Statement,The length of the statement "LOGGER.info(() -> "could not read property '" + key + "' from "+ getPreferencesFile().getAbsolutePath()+ "; using default: "+ defaultValue);" is 140.,194
gcviewer,com.tagtraum.perf.gcviewer.log,TextAreaFormatter,format,Empty catch clause,The method has an empty catch block.,20
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,DataWriterFactory,getDataWriter,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@49ae1f7f,36
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,initialiseFormatters,Magic Number,The method contains a magic number: 6,74
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,initialiseFormatters,Magic Number,The method contains a magic number: 2,74
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,initialiseFormatters,Magic Number,The method contains a magic number: 2,74
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportOverallSummary,Magic Number,The method contains a magic number: 1000l,141
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportOverallSummary,Magic Number,The method contains a magic number: 60.0,141
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Complex Method,Cyclomatic complexity of the method is 10,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Method,The method has 103 lines of code.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"avgFullGCPauseIsSig"`isSignificant(model.getFullGCPause().average()`model.getFullGCPause().standardDeviation()));" is 130.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePc"`percentFormatter.format(model.getFullGCPause().getSum() * 100.0 / model.getPause().getSum())`"%");" is 130.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePc"`percentFormatter.format(model.getGCPause().getSum() * 100.0 / model.getPause().getSum())`"%");" is 122.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"pausePercentile75th"`pauseFormatter.format(((DoubleDataPercentile)model.getPause()).getPercentile(50))`"s");" is 125.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"pausePercentile95th"`pauseFormatter.format(((DoubleDataPercentile)model.getPause()).getPercentile(75))`"s");" is 125.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"pausePercentile99th"`pauseFormatter.format(((DoubleDataPercentile)model.getPause()).getPercentile(95))`"s");" is 125.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"pausePercentile99.5th"`pauseFormatter.format(((DoubleDataPercentile)model.getPause()).getPercentile(99))`"s");" is 127.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"pausePercentile99.9th"`pauseFormatter.format(((DoubleDataPercentile)model.getPause()).getPercentile(99.9))`"s");" is 129.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPauseMedian"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(50))`"s");" is 121.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePercentile75th"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(50))`"s");" is 129.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePercentile95th"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(75))`"s");" is 129.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePercentile99th"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(95))`"s");" is 129.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePercentile99.5th"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(99))`"s");" is 131.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPausePercentile99.9th"`pauseFormatter.format(((DoubleDataPercentile)model.getGCPause()).getPercentile(99.9))`"s");" is 133.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPauseMedian"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(50))`"s");" is 129.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePercentile75th"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(50))`"s");" is 137.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePercentile95th"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(75))`"s");" is 137.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePercentile99th"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(95))`"s");" is 137.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePercentile99.5th"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(99))`"s");" is 139.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"fullGCPausePercentile99.9th"`pauseFormatter.format(((DoubleDataPercentile)model.getFullGCPause()).getPercentile(99.9))`"s");" is 141.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPhasePercentile99.5th"`pauseFormatter.format(((DoubleDataPercentile)gcPhases).getPercentile(99))`"s");" is 121.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Long Statement,The length of the statement "exportValue(out`"gcPhasePercentile99.9th"`pauseFormatter.format(((DoubleDataPercentile)gcPhases).getPercentile(99.9))`"s");" is 123.,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 100.0,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 100.0,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 50,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 50,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 75,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 95,182
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,exportPauseSummary,Magic Number,The method contains a magic number: 99,182
