Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,UsedTenuredRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,TotalYoungRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT; DEFAULT_FILLPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,TotalTenuredRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT; DEFAULT_FILLPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,TotalHeapRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT; DEFAULT_FILLPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCRectanglesRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT; brighter
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,FullGCLineRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,IncLineRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,InitialMarkLevelRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,ConcurrentGcBegionEndRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONCURRENT_COLLECTION_BEGIN; CONCURRENT_COLLECTION_END
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,UsedYoungRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view,AutoCompletionTextField.AutoCompletionComboBoxModel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: listDataListeners; selected
gcviewer,com.tagtraum.perf.gcviewer.view,AutoCompletionTextField.AutoCompletionComboBoxModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.TwoLabelsContainer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: nameLabel; valueLabel
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.TwoLabelsContainer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.ValuesTab,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: currentPanel; currentLayout; currentConstraints; labelMap
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.ValuesTab,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.MemoryTab,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.MemoryTab,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.PauseTab,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hasOverheadEntry
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.PauseTab,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.SummaryTab,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel.SummaryTab,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel.DoubleDataMapTable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: labelGrid; titleRow; model
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel.DoubleDataMapTable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel.DoubleDataMapModel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: columnNames; data
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel.DoubleDataMapModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ActionCommands,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EVENT_MINIMIZED; EVENT_CLOSED; LOG; preferences; modelChart; modelMetricsPanel; modelDetailsPanel; modelLoaderView; modelChartAndDetailsPanel; viewBar; propertyChangeSupport; gcResource; viewBarVisible; minimized; title; closeButton; minimizeButton; chartPanelView; min1; min2; max1; max2; minimize
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.ViewBar,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.ViewBar,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: title; closeButton; minimizeButton; chartPanelView; min1; min2; max1; max2; minimize
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.ViewBarButton,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.ViewBarButton,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.MinMaxButton,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: min1; min2; max1; max2; minimize
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.MinMaxButton,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ChartPanelView.MinMaxButton,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: min1; min2; max1; max2; minimize
gcviewer,com.tagtraum.perf.gcviewer.view,TextFileViewer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ScreenCenteredDialog
gcviewer,com.tagtraum.perf.gcviewer.view,TextFileViewer.HyperlinkAdapter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: parent
gcviewer,com.tagtraum.perf.gcviewer.view,TextFileViewer.HyperlinkAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChart,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 37 methods
gcviewer,com.tagtraum.perf.gcviewer.view,ChartRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,DesktopPane,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.MasterViewPortChangeListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: slaveViewPorts
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.MasterViewPortChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.MultiModelChartFacade,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.MultiModelChartFacade,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.ScrollBarMaximumChangeListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.ScrollBarMaximumChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.ResizeListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,GCDocument.ResizeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ModelChartImpl; TotalYoungRenderer; TotalHeapRenderer; TotalTenuredRenderer; IncLineRenderer; GCRectanglesRenderer; FullGCLineRenderer; GCTimesRenderer; UsedHeapRenderer; UsedTenuredRenderer; UsedYoungRenderer; InitialMarkLevelRenderer; ConcurrentGcBegionEndRenderer
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl.Chart,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl.Chart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl.Ruler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,ModelChartImpl.Ruler,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: vertical; minUnit; maxUnit; log10; font; formatter; longestString; unitName; minHalfDistance; offset; propertyChangeSupport
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; CMD_CANCEL; gcResource; messageLabel; progressBar; cancelButton; textAreaLogHandler; SIZE
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView.SquareIcon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: SIZE
gcviewer,com.tagtraum.perf.gcviewer.view,GCModelLoaderView.SquareIcon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,SimpleChartRenderer.SwingChartToStreamHelper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ioException
gcviewer,com.tagtraum.perf.gcviewer.view,SimpleChartRenderer.SwingChartToStreamHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,SimpleChartRenderer.ChartDrawingParameters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view,SimpleChartRenderer.ChartDrawingParameters,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: model; gcPreferences; dimension; graphics; image; outputStream
gcviewer,com.tagtraum.perf.gcviewer.view.util,ExtensionFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EXT_FILE_FILTERS; extension
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCResourceGroup,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; RESOURCE_SEPARATOR; SERIES_SEPARATOR; gcResourceList
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCPreferences,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FULL_GC_LINES; INC_GC_LINES; GC_TIMES_LINE; GC_TIMES_RECTANGLES; TOTAL_MEMORY; USED_MEMORY; USED_YOUNG_MEMORY; USED_TENURED_MEMORY; TENURED_MEMORY; YOUNG_MEMORY; INITIAL_MARK_LEVEL; CONCURRENT_COLLECTION_BEGIN_END; ANTI_ALIAS; SHOW_DATA_PANEL; SHOW_DATE_STAMP; SHOW_MODEL_METRICS_PANEL; GC_LINE_PREFIX; WINDOW_WIDTH; WINDOW_HEIGHT; WINDOW_X; WINDOW_Y; LASTFILE; RECENT_FILE_PREFIX; WINDOW_WIDTH_DEFAULT; WINDOW_HEIGHT_DEFAULT; WINDOW_X_DEFAULT; WINDOW_Y_DEFAULT; LOGGER; properties; propertiesLoaded
gcviewer,com.tagtraum.perf.gcviewer.view.model,GCPreferences,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
gcviewer,com.tagtraum.perf.gcviewer.log,TextAreaFormatter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,CSVTSDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SimpleGcWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,CSVDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,PlainDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,DataWriterFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: GC_PREFERENCES
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,SummaryDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp.impl,PNGDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp,DataWriterType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.exp,AbstractDataWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.exp,AbstractDataWriter,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: write
